epoch,lr,Train loss,Train ce loss,Train dice score,Train dice loss,Train iou score,Train iou loss,Val loss,Val ce loss,Val dice score,Val dice loss,Val iou score,Val iou loss
0,0.01,0.8577736639976501,0.40604345392435787,0.0036873040030627633,0.9963127493858337,0.05490035704395268,0.9450996429560473,0.7996506142616272,0.31058914244174957,0.040623495299369095,0.9593765532970429,0.11554463369306177,0.8844553663069382
1,0.01,0.8019264605641365,0.3567661285400391,0.10689399958821014,0.8931060484051705,0.0666729923489038,0.9333270076510962,0.7614076638221741,0.30333958446979525,0.13037654422223569,0.8696234953403473,0.11777417771518231,0.8822258222848177
2,0.01,0.7742521741986275,0.3314996849372983,0.15247348444070666,0.8475265535712242,0.07764599254755013,0.9223540074524499,0.756375116109848,0.3132515999674797,0.15009416637942194,0.8499058759212494,0.11559390217065811,0.8844060978293419
3,0.01,0.7527345636487007,0.31961653627455233,0.18172558872727676,0.8182744580507278,0.09624634532898199,0.903753654671018,0.7384066641330719,0.3015112599730492,0.17374389111995697,0.8262561655044556,0.1309951738268137,0.8690048261731863
4,0.01,0.7187197062373162,0.300230932161212,0.24199982993421146,0.7580002132058143,0.11131643946981057,0.8886835605301894,0.7004526448249817,0.27772956594824794,0.25221036836504934,0.7477896666526794,0.1355228853225708,0.8644771146774292
5,0.01,0.70220329195261,0.29931308403611184,0.2762918962351978,0.7237081480026245,0.11785649844445288,0.8821435015555471,0.6911742269992829,0.269590505361557,0.24574207544326782,0.7542579734325409,0.16111769497394562,0.8388823050260544
6,0.01,0.6959410512447357,0.29316535890102385,0.2798992838524282,0.7201007652282715,0.12683083826676012,0.8731691617332399,0.6823116481304169,0.26697043448686597,0.26773837182670834,0.7322616732120514,0.15996780782938003,0.84003219217062
7,0.01,0.6940346276760101,0.2937655757367611,0.2849164054822177,0.715083632171154,0.12687987654935567,0.8731201234506443,0.7011342680454254,0.2608869294822216,0.26823516419157384,0.7317648828029633,0.10937271103262901,0.890627288967371
8,0.01,0.6936021891236305,0.2890782671421766,0.287375852012774,0.7126241919398307,0.12315789226442575,0.8768421077355742,0.695086350440979,0.26720710545778276,0.26493334349244835,0.7350667023658752,0.1309543963521719,0.8690456036478281
9,0.01,0.6759012898802758,0.27723309718072414,0.30644492065068335,0.693555118739605,0.14241847476456315,0.8575815252354368,0.6600798106193543,0.2500419580936432,0.286716772466898,0.7132832741737366,0.18810474380850792,0.811895256191492
