class1,class2,class3,class4,class5,class6,class7
0.021710445761435014,0.010059930762248684,0.06574636991179203,0.08675005131114057,0.11886857369038954,0.053863142835173974,0.06142161115030251
0.05176618619531342,0.03697549092685956,0.0986450723143185,0.39200190353802766,0.2469812958177473,0.046949827016411094,0.14260968652662026
0.04742045551668529,0.03391365290756697,0.11474624874160591,0.35604404754481384,0.214224931121957,0.04507836384316574,0.06904449361926618
0.016651700990509968,0.012723341476203846,0.08450247585015151,0.347387280245955,0.12800093240767751,0.0540464568346895,0.1733863754328202
0.031576993283255916,0.02679555397115086,0.10914111058536256,0.4988714311916085,0.1988875106109208,0.049586579520730055,0.09261634692730984
0.01839962077452077,0.020356124005296038,0.12203573525715905,0.3628482030044061,0.21431365101395694,0.05532596384225587,0.09167830691878065
0.03531210856032341,0.01864147068816051,0.10470295622871519,0.20649585117428748,0.22905139549527728,0.05171810961212466,0.04442573718909409
0.042831042757119735,0.04176651459959852,0.16726985142035364,0.2786527232046407,0.2874094572095768,0.06136872345946979,0.08237654793362217
0.04489568642582326,0.037160440550803246,0.14539820622746158,0.3038501926252062,0.24964460084440707,0.06516495834663862,0.07662867278429066
0.04982111689352199,0.029273529162794094,0.17217397492949896,0.34743874164630845,0.35172437471099305,0.10386238970426302,0.1227916247739676
0.0343854732148652,0.009182392852919235,0.12941081645516692,0.21986550441574587,0.1537913844653915,0.04645665847105498,0.051701415275858316
0.04157143895651312,0.010506148554499918,0.15892222244079748,0.23195954386924503,0.2431725048098832,0.06927849405499907,0.059452606550114105
0.06022620439392885,0.005234883718325181,0.18881320494373893,0.28182781192232026,0.20790243543064021,0.04742352314849139,0.06830829559918522
0.0219354999005805,0.011458442910619107,0.23839177327894523,0.33386750644744617,0.2816819413418826,0.04353576254126844,0.047619579862583306
0.05372590294324975,0.017112641383798862,0.17932071746311454,0.3713804239597611,0.3430716581932276,0.043819162170036646,0.0633912747790386
0.01300365960536762,0.003977313058908111,0.11602614582618483,0.1291389660871088,0.19745081077074866,0.06775510316216023,0.05586085896561841
0.05492950100865657,0.011761333702546123,0.24755722331860794,0.37990497818686747,0.3405236537200333,0.03733816490012681,0.05585959080044806
0.05813077578581105,0.014692997010816512,0.08585058116107629,0.3694281924895183,0.3678723671954914,0.04659431318186784,0.07293996818219221
0.06817313260980735,0.013340993889317943,0.20050674857623055,0.5540843435045406,0.45487182221103856,0.048047437982732866,0.07091816466565434
0.050811988885890114,0.017393529218403248,0.18613760540189736,0.5098441116114546,0.39405757915636613,0.08471412200505417,0.07372667545486869
0.08115936186585485,0.018696960961757613,0.181305249497232,0.4889785450291797,0.35212543345133657,0.07627658992547394,0.08373118290626777
0.10763100656248618,0.008004657810343261,0.2229780233430313,0.5081706511247223,0.3838901692432228,0.04782306027662122,0.05865910491571928
0.09272532770313995,0.010904838607792405,0.19175371291443216,0.45343758990469646,0.43054940439707573,0.04235253551780019,0.04991953015695601
0.11990271604218875,0.005043717052523126,0.12631259208760068,0.2649747437135894,0.2791760036442617,0.048026403121951805,0.08765163552301072
0.052009415729765945,0.012581677387127952,0.23828253205738126,0.4382574179263086,0.44057823496235793,0.07246622828989796,0.10184838719181463
0.15629537594624632,0.005467727974312396,0.16008388928157638,0.3197123248302198,0.38954480206530284,0.047026810617570636,0.050755686040297475
0.05877040465931986,0.007180270998602927,0.2822885033014806,0.4844605680114427,0.49370502986118037,0.06629624352002401,0.09423489849307531
0.26785391018385196,0.00858132706853451,0.2041858060730918,0.4907618559990907,0.46964522776839207,0.06491473017693979,0.039612704161093776
0.062239539803285164,0.004766514430321139,0.2209875578443594,0.4071777452357986,0.3899125802764804,0.0651142109135134,0.08875040788038156
0.15533066801865547,0.006169022959017431,0.2204337639622432,0.5256758713472305,0.3379604400222773,0.06339744623708968,0.10087846178731599
0.11176239322269041,0.008776155560880185,0.2500896869500476,0.44336441820242495,0.48153975525396325,0.07793671331203021,0.0945118211805945
0.07979359265708012,0.004674993615790402,0.19035229637806897,0.4547594606453232,0.42833864739349115,0.09968553093658582,0.08754654301016583
0.18741642632175448,0.013235763869973017,0.25810407245579964,0.6348614615058464,0.5893076888321799,0.0690466737669908,0.131473849251209
0.14532756255074092,0.007698664774177668,0.20544588088772572,0.43656247166346723,0.41811718204920784,0.06096186393629744,0.08246128489476998
0.11640616471894812,0.005047380603184857,0.22838146771483714,0.4358821573508085,0.4708568372708312,0.06455560264306924,0.08633948571297036
0.13772583015416123,0.0042569644385255685,0.23885496763051717,0.4771013357106895,0.5154621035869126,0.05408844510700826,0.0497873899014573
0.1486945833018637,0.00507605542401258,0.21321057460528092,0.460828529585038,0.42037004630050634,0.06863543271433364,0.10628497227420289
0.23154287797463935,0.0057216141630349925,0.41050909661895235,0.4428983259961985,0.5832393026420395,0.0658526907911954,0.09928419254383221
0.1782556231095156,0.010218014365483608,0.26977049682545473,0.4914458200167944,0.514523584074327,0.06185960316805085,0.06064985074487303
0.1596566969536541,0.005120885074395478,0.3779083071571436,0.5875311719292536,0.5408081642598517,0.06845493802548273,0.09187748321673514
0.20317977339697005,0.008488170628916363,0.3903444683478466,0.6305149660761669,0.5859547959827134,0.08126475457873078,0.14000495678534397
0.21433957426937086,0.0075729551324777945,0.25516433660637755,0.4377246382454384,0.41572754321964245,0.07492106093839722,0.12471019673402871
0.24820813686606602,0.007027276090597742,0.3622122029259479,0.5778442074629655,0.5207579467941704,0.0781029071332864,0.10217253596537133
0.09202651285807346,0.005508267068229712,0.26119951724085994,0.5682647254101675,0.5286946953345205,0.08545433104031708,0.10972146670890304
0.16487779866276628,0.0032856487079504543,0.3223778001174719,0.579421031128431,0.509377524281947,0.10252605990323915,0.10974344788563567
0.2259972738143235,0.00789526809322451,0.45015230497274544,0.5706055913381998,0.5196872270550493,0.08559725063173582,0.10820854717399586
0.1087812428299163,0.002904002793281146,0.22911509554437137,0.5275027138137676,0.45226113959887926,0.09084689772411149,0.11484578149884864
0.1926477580333398,0.0056794174624339635,0.4057643123115786,0.5864393831915174,0.5795981005041098,0.11750781695917664,0.1433356217162961
0.25484034475534967,0.012073784347914843,0.37617067389051995,0.6317768756219521,0.6062673271811081,0.12180949792365672,0.1798403524518026
0.19730289715520377,0.010226952700279927,0.28566573964587777,0.5690170366794691,0.5899227564968967,0.061257442451187784,0.057586003770833206
0.2407110373548634,0.010728434590023714,0.48563527000116996,0.6437652137461756,0.6488279306883776,0.12921553695622046,0.16016401431833754
0.16705427683646826,0.006173749525705803,0.44474957217845984,0.5086931490744507,0.4310288685346328,0.10632739879517737,0.12148075526036949
0.3358171459152933,0.006138226172824274,0.3743275531029858,0.5942356736036445,0.5157622983056347,0.10931254183023112,0.09801285100858644
0.30441025990239945,0.008052922170148935,0.4962837992438698,0.5794186773419604,0.5967050562269502,0.12863114948318682,0.11857320086477495
0.1902732586526742,0.004217091205662677,0.306556986724057,0.49884975887666316,0.5517198561994825,0.14866609056789234,0.126706638737473
0.29734367724128613,0.010291830156103904,0.3256561230693065,0.5722030518098343,0.5802040756966336,0.122192571150425,0.12642319980901842
0.2117735173087107,0.0037645745805085454,0.26170047369750454,0.4849042241087597,0.41429711436882743,0.11991304395731643,0.11587738497031794
0.2890536875478587,0.011693328930013689,0.5141096123999602,0.6329333878036978,0.5842621155282756,0.15662834850236923,0.15015445934354896
0.2312896697364652,0.00646807962648703,0.3772596496598238,0.6659743012016767,0.5373976869541203,0.10999751481517062,0.1069848241005012
0.30242361120446165,0.008336984908707632,0.5018942616704191,0.6584380147585349,0.5923999641454715,0.15880410424373614,0.11939577435379232
0.2967477820442,0.007804877953512869,0.4984387510028234,0.7136950343110168,0.5867229583857424,0.16170238604735446,0.16333502649686046
0.292385259081604,0.0049366767934580355,0.5113657864669258,0.5638531671914985,0.594833509126768,0.1667825263325566,0.12404690043566265
0.40515214786564274,0.011537783056603619,0.4394940454483118,0.6761883396891519,0.6366747843866488,0.14640728678430873,0.18193660413976045
0.08736584037076119,0.002141002624287472,0.2318821915249532,0.3661186036542898,0.2598319637557854,0.1531098142011817,0.1298072852285749
0.3810072952531414,0.007454526549129306,0.346237055449535,0.6934492070535844,0.595759902861505,0.1118372385532361,0.07552605266339425
0.3549339934759307,0.010302903834418654,0.42302170541985834,0.627041848941222,0.6209810244251813,0.17005295229479717,0.13183124181362643
0.4148089962702078,0.012418655840357744,0.4094197049856582,0.39424313888910417,0.48655695332274945,0.17463867376035183,0.12499666786676215
0.21291576653316016,0.008282574498290812,0.48777383631339627,0.6129419883121495,0.620405397052169,0.219953554459533,0.16782710560693456
0.4067538074530093,0.009705289715451006,0.42133319363901817,0.5969323380266894,0.5825133603539273,0.1805112129261736,0.16302152539843343
0.2246970281655092,0.0050079684477307,0.5028513141124707,0.7160163910153214,0.623324093547716,0.19292256480597933,0.18201497100659408
0.3623817000079252,0.006989770620535835,0.2799486519394333,0.566536814115815,0.5324025553981881,0.13610470675020073,0.14153782698026976
0.3447292511890193,0.0173622910385328,0.5230450208380737,0.7144634749080297,0.6220006716816393,0.16272973265693366,0.14578449365724266
0.3609111067883107,0.007422970622994066,0.4960107150074543,0.61705885465339,0.6011410259636287,0.181738441704638,0.157090595952401
0.2843466141603208,0.003748520972052404,0.5166776748710279,0.5870909891633151,0.5759623256262887,0.1798419313610881,0.1239233297585648
0.39486476803813103,0.009676342229031163,0.5629282624840968,0.6773069621890675,0.6546677970044198,0.17959085306266992,0.16462509981173773
0.3646322867013636,0.010579063995104127,0.5066824862022774,0.711068896369819,0.6395276750018817,0.15122519549878577,0.07502848723331125
0.3842853722250022,0.011112767307359972,0.5720858834961586,0.7041572039552876,0.6865797985969185,0.18726636170633879,0.1834024077042848
0.4465194192561497,0.005728117635124669,0.49021111330260414,0.6458036376451888,0.6112452370313913,0.16809667708624806,0.10132643163804213
0.3760924971059854,0.007741856194758333,0.5204978679458655,0.6908240933270482,0.605372878982021,0.16840607935001642,0.14478936228723147
0.2819032688390202,0.0032058889838955692,0.33059642256182925,0.49107368569713605,0.47864288319850834,0.17533081979013046,0.0908078531281474
0.31425447168602555,0.014055314055809521,0.5607073953371169,0.6937858857263677,0.6129066768291028,0.21991897686207681,0.18387071943767835
0.47031563947957994,0.008235351852947865,0.604820728281832,0.684736439907601,0.6710510019014617,0.20977119400840058,0.1025415306615597
0.5115186133201083,0.014386484571437841,0.4600553950064561,0.6588479937940647,0.6349876455705961,0.21430738251397785,0.14961376069334012
0.44804514581069743,0.0068407874538558774,0.54853610148212,0.5936243317465282,0.5273519649916861,0.18993576524501232,0.17337779765505903
0.29901564984533463,0.006448250422305191,0.4575326321696196,0.6559659446913338,0.48911046044563133,0.17542612982973285,0.09847327035718112
0.4379356252552618,0.018436551567783347,0.5688503720684783,0.7603127584533744,0.6498555701412366,0.21870847513054711,0.17492281060313153
0.43811625341036636,0.007387868491960365,0.4709452469496555,0.6248444956108002,0.5232208615414536,0.16783098425661236,0.1581854118180186
0.44779715453271535,0.009682083448455048,0.5702957286096034,0.7297913253992315,0.5551456224025029,0.2567098475469192,0.18553706546538912
0.3920893580068543,0.004328216106274884,0.47552369688447893,0.6380073893161813,0.579829701358858,0.1967535934273963,0.1551313085029191
0.531565188170961,0.016786353648831638,0.46299147395364765,0.7562448753346372,0.7154249567616695,0.19252845448456357,0.1948402478081337
0.5023790750074385,0.007839409680046408,0.4025218400242739,0.7549443366964739,0.654621163749781,0.20442675616077577,0.2587998521908198
0.2341113576973076,0.0029555110198991852,0.40275960815009804,0.6953520102586321,0.5523188905835401,0.2629755483934523,0.2536682661347021
0.3198361968493062,0.0044571822677296905,0.4859151170756552,0.6309563066718497,0.4972930651858528,0.23988567773988057,0.18433906675208028
0.39559713722963946,0.008270757118549332,0.4506256048961177,0.7524934504674639,0.6153013136087583,0.2850181838988872,0.2751990975849288
0.22826944621857068,0.0048621268329159814,0.47792958593803897,0.706697718591201,0.5960418894245171,0.2996752717956312,0.15110517574690008
0.256900736849282,0.0015569775381424284,0.3716931018720952,0.5376715165745124,0.5136710111261322,0.2457867053955622,0.14633087242344936
0.4776740598222159,0.008714408262545832,0.5850454608348916,0.7558078378239631,0.6282529861863192,0.2701166286170179,0.2257269901236491
0.3436104738042249,0.003118114478266757,0.2707089592924962,0.646622961606022,0.5890491956762098,0.2325163067777633,0.1495851690199186
0.529427906692417,0.011255123689171838,0.4553656206716413,0.7436715955342501,0.5783062950968008,0.2816326798567969,0.2608393140504494
0.43822417720221923,0.006630464424123579,0.6021709812245184,0.5755639040283742,0.5592725086939275,0.329116286773058,0.26174677400444185
0.5703289861120262,0.005504260453648665,0.41224655679113753,0.6262515737747065,0.5701308547181198,0.2689427979041915,0.2160017693162079
0.5448561667992424,0.007897281220449913,0.5524403209504456,0.7203076850222413,0.6362768921709011,0.3134519669373131,0.2774141806480422
0.5564080667349686,0.011396285604068756,0.6077669014491802,0.7562863087985504,0.5218065236664348,0.34568923480009606,0.31265171351489024
0.6857305843768069,0.021320612568976174,0.6399142254749245,0.7947520757514072,0.7094136280566348,0.29079381662087866,0.20104695023963665
0.6034229862820095,0.009261618095227636,0.5251938629903798,0.7067066770926853,0.634942978339736,0.305234682679062,0.28315016620904254
0.5923101540970795,0.006880378512835224,0.6113007508609836,0.7089814791499026,0.6741734580116757,0.246425176414273,0.2444667973851103
0.5192688271947319,0.003886227655416141,0.605641648376437,0.6693642148907922,0.668456664779695,0.2969617160479813,0.24288331603335045
0.5063274944519921,0.004593952066128233,0.7087390496316514,0.7122187422346273,0.6427815627796322,0.3063845954133544,0.3485425950342876
0.6132461357218125,0.005578200442921377,0.622171880476953,0.7051610479534705,0.652881140077153,0.30470923066906414,0.2549732289610519
0.6105286227421333,0.00993800830902785,0.6140310359463058,0.7248346481333156,0.7129698396651317,0.28848510041701425,0.24059033118268755
0.4340119685815974,0.012195059506290708,0.583721855826971,0.7366839416278905,0.6847806597865039,0.329021450803828,0.14920030717938937
0.716899712610683,0.014564115997683825,0.5444411383518142,0.7737181084257588,0.6855268140231096,0.2812449113510042,0.21015298444928596
0.6961354804599341,0.0096679332901998,0.48920588600330656,0.6719248230969003,0.6515041835960688,0.34343244516047977,0.25864863303026736
0.6453381065162991,0.00442076262440974,0.588126325854709,0.6979936673192089,0.6449498150008198,0.4072960753471833,0.3123516763484586
0.6185219624568371,0.002644902902429204,0.4580416494033465,0.6524690140973761,0.5214085439807679,0.3176449389412839,0.22924215354502558
0.6601179788347973,0.004462842366857017,0.6227265082913414,0.7025831500313786,0.7041625554919065,0.4003405475080348,0.3938453647609005
0.2829155490887153,0.004290986579561946,0.5471646183113362,0.6285453083995531,0.4663082314884099,0.42437479532068634,0.3901393196057899
0.6604641259052598,0.003188225529002741,0.5338327308061724,0.6859401946003711,0.6415905048258841,0.4119399276519221,0.3318435258923071
0.558741252054643,0.0028500357148768534,0.4625376460942719,0.7760941062972632,0.6517313448320278,0.3490398994312436,0.1706744899957999
0.7179041785916771,0.011216868421624742,0.6392884127211127,0.7804780964192697,0.7288975688640368,0.46298196370105804,0.5017761939322485
0.6979274749553992,0.007514355194161725,0.6493226625033074,0.7309139608342253,0.7336529481911519,0.4663074190335253,0.4100025979849545
0.5813927548462842,0.004662545313281148,0.5193804369899238,0.8029156163001,0.6359301513088311,0.5032673514386977,0.36644229497260394
0.6105897851657008,0.005150048181517762,0.6066140013215159,0.7497720777721901,0.7097015636560144,0.5008386690184263,0.3693739694955642
0.6393546887924632,0.0012874635869334703,0.39951422901394745,0.7220459056840115,0.5975803476933559,0.4238273469255903,0.44378700685505046
0.7344127179705735,0.0065689423671995715,0.5860242537758906,0.7706338945057054,0.7062795186210572,0.3769387631371403,0.2507430089427711
0.6707764688993086,0.007359761576866834,0.7148666424863074,0.8023432573243895,0.7195047219017474,0.46205352708318614,0.3367128564032796
0.5022112630362855,0.004004471318135316,0.689592746499006,0.8009322636133785,0.7274580239429783,0.4641567313951891,0.2790666774080594
0.77037332517369,0.00515272407854275,0.7105663986709928,0.7640716865767304,0.7351932322418713,0.5354053437533474,0.3456682967561122
0.7258619904133075,0.0018087367084642497,0.6787457532586172,0.7554671838852269,0.5885936522212035,0.47747623661407407,0.43299100273218794
0.7760696148087359,0.007641085139232453,0.7466867838846205,0.7638741030250438,0.6660363252547022,0.5299882229837524,0.4379608385853463
0.6031115978172555,0.004436845009053344,0.47884318250279084,0.8170455227918506,0.636684950963489,0.5459512456352089,0.5194790515422153
0.721556735301961,0.005943556557121735,0.6558528637252863,0.7702429835451808,0.7364645484745668,0.563995642300647,0.39375325314375487
0.6826289845415274,0.00853603647977414,0.6815227139737143,0.8108623568633871,0.6966742023433379,0.600539018473408,0.4365684918590713
0.7184079920293892,0.006698260245510746,0.6238853435018022,0.737291877873575,0.6893543130590952,0.5175488834320815,0.27075247492842053
0.8084661123678571,0.011159696725019801,0.6703715392354802,0.8454389952976813,0.7262678126752697,0.584806125322348,0.45271666024048013
0.7851238321203197,0.015942326126138495,0.6981754443487979,0.8663450882672638,0.7621122415479407,0.6410227697260676,0.5320268477146614
0.8015462277369565,0.00572994373168433,0.7652220655240312,0.797210865462196,0.7298439992216607,0.5968013370544779,0.3896562124055549
0.58860378905708,0.006593136860428246,0.6007966409311943,0.8153614890989737,0.7358782282331897,0.5357075962292344,0.3879664387763819
0.7652432942577955,0.007283230361100124,0.7464091466605831,0.7830107911827154,0.734018904714604,0.5819682084658861,0.5503106078380252
0.540878886058392,0.0019072375120856462,0.7277309537603428,0.7606825867420615,0.6398631543844436,0.5284828460867751,0.32637070595657197
0.7772480796965404,0.008534323922959781,0.6919381715310743,0.8294420460320787,0.6888416378071687,0.6303447450190545,0.41527120581158433
0.655925248728695,0.006373762725256689,0.5575081177805183,0.7589387792653939,0.7877229698551946,0.6161234824721246,0.5179774830686726
0.7904097761187596,0.009419450873737157,0.668169152743882,0.789607417246028,0.7327131051794193,0.6053537388258317,0.549334683164539
0.7162348105664706,0.005142903973417111,0.6333543797593799,0.8083742534324094,0.7398620804919588,0.5374393649402021,0.4017239699659501
0.6704591084763324,0.001775659160302829,0.6903471920738121,0.8086548458844345,0.6476304369394589,0.5631679676234025,0.5425250353944411
0.736731744362621,0.003148101543807488,0.7295738811051704,0.7821579194092189,0.6869797254584774,0.6202478891142673,0.6011921171497121
0.809341008756422,0.007910075240084432,0.7926010995927719,0.7949829724628311,0.7500789293127438,0.611454316856153,0.4350116044712602
0.7319412364465572,0.0020229985300788743,0.6537738919174935,0.7248064700635279,0.5840937027790113,0.6730544175877419,0.597524428900245
0.631672635758596,0.00241266919729097,0.6913276578634135,0.8355650773261478,0.5991300775895236,0.6970472154834019,0.609997225014503
0.5153000298253735,0.0011774452372081586,0.6186287280086521,0.6631343954102837,0.5943366941695412,0.5263703129270068,0.38256574181414926
0.6664753175695135,0.009842892318190456,0.7534056908749083,0.8640331664941969,0.7257394581708261,0.6917049048409362,0.605153737968167
0.6262876760774285,0.0026203408093561824,0.6357600807804885,0.8029745602640976,0.6628757233610925,0.6558449368311713,0.640043283017216
0.6811684434864376,0.00779735467675854,0.681900580328847,0.7907784718647578,0.6492426280021277,0.6800209936306197,0.48767260058124984
0.8305454386019413,0.004164878927698378,0.7152847397948835,0.8288660490015644,0.7539522000238829,0.5768460516839983,0.5886939352492392
0.8424510909551117,0.004286875754763203,0.7434253760993996,0.8594268613876955,0.7660631938359547,0.6759601355346011,0.5479041082503867
0.7459452006196516,0.00034976200887500895,0.5717947366430849,0.5883131887735746,0.6316185377053202,0.6556591717295519,0.5963344065900734
0.8058668298336119,0.0045981376487684135,0.7056174302034041,0.8513840939128912,0.6945536803934951,0.6351938038531891,0.5240899151817111
0.796355082935456,0.008415914470801963,0.7646708764690975,0.8000436546647641,0.7679694656280511,0.6883085909606951,0.5335044615088997
0.6152409816761183,0.0011385375644647703,0.7044097502909267,0.8225934201346659,0.6224373729645049,0.6436871133945815,0.5620991940751995
0.8025519256670175,0.008979127911801818,0.7078350546531885,0.8404159399614439,0.7556950390432884,0.6631448808976844,0.4770970801458064
0.7899631381469746,0.004258830265312468,0.7993543872430572,0.8604448860276731,0.7734573739674016,0.7720332054464795,0.5942350845771247
0.7065087742338557,0.004346011884436857,0.7459222348588092,0.7965962862779198,0.6748557888621676,0.6411617889672194,0.44862648073070266
0.7509216471751113,0.011002402823121914,0.788533516287964,0.8447544057519326,0.7602120311188425,0.6982137162950911,0.6469056008911116
0.7593522376580012,0.013401103915795102,0.7779119164299894,0.8435742959590046,0.7486866542625108,0.6775074126785026,0.6049050974566657
0.8471234107829316,0.010178180562748912,0.6772448386097212,0.7937006247862816,0.7536174312849544,0.6429470649429356,0.5543807482315817
0.8668470745866204,0.002683860591442221,0.7499000550911036,0.7339071219716645,0.6811480771373264,0.6734046422139403,0.5492780907215828
0.7686764532499892,0.0027344702607314817,0.7925927595873646,0.7307518381139811,0.7517899588934471,0.6884959839689807,0.49772939606286826
0.7708015431851062,0.0023832269270489957,0.6910494903431293,0.7418245098342723,0.6595914989652557,0.7235759016031131,0.6956437940952076
0.6370169147418163,0.0021234848361795767,0.7445370784137517,0.7813400434933696,0.7495219533516824,0.6849185586783554,0.39320786164599913
0.7923124031343943,0.0042586984145012744,0.6533941879440349,0.8177686970620568,0.7673216884869719,0.7233953870235124,0.5902592001386797
0.6109835262134591,0.0007557446651517718,0.6565394233830494,0.5217938578775254,0.6410745299644727,0.6720951770111527,0.6370257881694424
0.8689715156916638,0.00798665634531531,0.7870782090329203,0.8256633083587376,0.7831085593691188,0.755390216858745,0.6346712543543372
0.8138375707116726,0.01086112776779979,0.5838277923087198,0.7958318215230592,0.7386822226159193,0.7252283066493107,0.7236814407267408
0.8352557298327404,0.017763792815893464,0.6296621194652824,0.8430159935074727,0.7753667353049957,0.6872894615900446,0.5916587002329604
0.7485222256752938,0.01196202590365349,0.6551902666084171,0.8043015941842123,0.7314864058303311,0.6867834005150371,0.6086576008862904
0.8450694101749645,0.011835331275386326,0.7956405977981569,0.8598301835813765,0.7183799868160857,0.7099252627037727,0.5920626635428726
0.8510711636293883,0.0072468196731225835,0.7777124706123912,0.8674665680056294,0.7549380785953547,0.7096690923413121,0.5295479769416495
0.8208108838354796,0.005814516786373735,0.7881328905311966,0.8757383794326141,0.7934781900090673,0.7097949785537075,0.41200198127415544
0.8623377841802478,0.0030465633130420354,0.6391498930506894,0.7067091103839146,0.696412075536152,0.6461089994941471,0.6423350928765214
0.7667915919757894,0.005636306540901759,0.7132759026513483,0.853263908800066,0.7819384159473141,0.7641665905545569,0.6395124601889158
0.855117298048673,0.00578129209065091,0.6926753880636827,0.7724521030622729,0.7998562068017839,0.6576100437450982,0.553847970080519
0.5065653381599057,0.006312395451356611,0.7274036470052037,0.8360030709552113,0.7578969220462857,0.7534058302132002,0.6477973006596143
0.8702752647839416,0.008598993876246897,0.7146560118212526,0.840366943958165,0.7676469157697065,0.7672735265039557,0.526898745013939
0.7665889386019953,0.0033616254550538943,0.7605423930821619,0.8033850670065439,0.7007308449996879,0.7647844266518143,0.7184304208231017
0.844231261975598,0.006571049618915382,0.7451960853003944,0.7774810285901111,0.7349454422929609,0.7221091708789014,0.6970546284581424
0.8666161337464598,0.010084021438189109,0.7497338720942083,0.8460134621715055,0.7951989735954406,0.8187821087085392,0.6237795386154822
0.8612293935092016,0.007835510226230642,0.7159092822183836,0.8590257472677026,0.7569849133856447,0.8226179470203315,0.719682629544726
0.8523971740432554,0.019892963510271495,0.7614427406795266,0.899123387778509,0.7843179951588239,0.8141981276239736,0.650880180814103
0.708348248802132,0.009513320099195019,0.7626615755590135,0.7974193331403777,0.7425661087906908,0.7476259923179923,0.6972036129322389
0.8292195929370931,0.009566711244656108,0.7917687041427462,0.8287425238839826,0.7770249491787782,0.7915287536358085,0.7385599938607109
0.8446809119429476,0.004556805948645784,0.7854405825539047,0.8185572258606926,0.7721702063260921,0.7245723778665542,0.5695623004514467
0.7971178398138793,0.006709229061640343,0.7349423169008242,0.8449256630708188,0.7103599471074681,0.7979985401529403,0.7231006013857918
0.8363157143456471,0.015448040872657616,0.8167741278254845,0.8618151416953774,0.8259908504464404,0.7680261054263746,0.6162897962827938
0.7683088459580855,0.00870682408123945,0.7692373928460904,0.8275192014358781,0.7588993303125058,0.8148722389173175,0.618792516461784
0.7357967225985611,0.010291771963190395,0.7360761024451143,0.8452923743386704,0.8199291892226157,0.8015638620119371,0.6511885354573467
0.8586654553136933,0.01450374595567545,0.7732859374050426,0.8772604122346287,0.8087892238307003,0.769883088376945,0.7419227325838293
0.8851852732616314,0.009695730149990839,0.7278448881296028,0.8182009753951719,0.7434087130507633,0.786098632832062,0.754247381491161
0.892841482797932,0.007445888138674164,0.7941562913689902,0.826119733854066,0.8173200596608623,0.7250487040759674,0.6982083573881562
0.7038300588490758,0.007340038813830334,0.8019290111474544,0.8501539627577326,0.8029733885774822,0.7951907720631597,0.6149554161663526
0.805888483801273,0.005824938767564441,0.7822791915175268,0.8771741346130963,0.7861466672538778,0.814179180812516,0.5380972955614254
0.8166797768122479,0.006603312038401587,0.7781756570352483,0.8438904662405654,0.7258760298419742,0.7994184500963032,0.696268417359786
0.8065756626499774,0.003454382842054095,0.6472356547255491,0.838408771110657,0.7939830149809006,0.814522011063739,0.7306807801643385
0.7703128908047628,0.0073018617784399165,0.7801304379751959,0.8500379186594946,0.8380334209959568,0.8043423281689173,0.6694040332522332
0.8175638891981925,0.015411391274046053,0.7466905688772251,0.8580287843870931,0.7760777754410778,0.8644050275818228,0.7337831761157515
0.7417995699175984,0.010527168242073351,0.729627439522678,0.8449933864231184,0.7704926935926489,0.6748137890687124,0.49334833734909134
0.8519828578101871,0.012049610539974363,0.7979060295741564,0.8796766434763946,0.7731750242318293,0.8094469907970342,0.6597582028261577
0.8198546876222744,0.008061387047043324,0.7901682952362026,0.812242852115237,0.6975240956773741,0.6286996904330617,0.6485811362403674
