CE Loss,Dice Score,Dice Loss,IoU Score,IoU Loss,HausDorff Distance,Total Loss
2.373735927739896,0.06511465412301297,0.9348853458769872,0.005404635798186064,0.9945953642018139,108.20610085208698,0.9707113714936477
2.3778834675859266,0.07304908793475527,0.9269509120652447,0.008100558072328568,0.9918994419276714,103.97163330625034,0.9659200471190361
2.3769734055029517,0.07627890705519351,0.9237210929448066,0.007949966937303543,0.9920500330626965,102.90522126272516,0.9647184801123404
2.3743104853867196,0.06557834693208409,0.9344216530679158,0.007323808036744595,0.9926761919632554,105.4486974203357,0.9693743922376034
2.369927282114304,0.06458839835834511,0.9354116016416549,0.008081197738647461,0.9919188022613525,107.15565782890604,0.9693159458553314
2.3691068298998723,0.07375836291873253,0.9262416370812676,0.008266225457191467,0.9917337745428085,104.27976207584173,0.9655369761826047
2.365061341816163,0.07706000968185006,0.9229399903181501,0.010865199379622936,0.9891348006203771,105.71164122644258,0.9626568811560992
2.3636079579161446,0.07530905724578944,0.9246909427542104,0.010086002759635448,0.9899139972403646,108.20542318611439,0.9638248009641415
2.3655312893174028,0.07679952582107043,0.9232004741789296,0.013369176536798477,0.9866308234632015,105.5349357586578,0.9612586800242024
2.3626410140738536,0.07831192708787593,0.921688072912124,0.011118498630821705,0.9888815013691783,108.67251436772098,0.9620041819541563
2.3605981364845925,0.07267660913339458,0.9273233908666054,0.010449978522956371,0.9895500214770436,109.57822896394363,0.9646593887906425
2.3586917579705564,0.07290389291182471,0.9270961070881754,0.011534876190125942,0.9884651238098741,109.2784934748667,0.9639175329536784
2.350248448835278,0.08094169971040212,0.9190583002895979,0.012962060049176216,0.9870379399508238,109.22317497672175,0.9598461299074041
2.3527752421337498,0.07810189847286397,0.9218981015271359,0.014860966242849827,0.9851390337571502,111.11433226003305,0.959842648012893
2.347266390091761,0.08008207189075611,0.919917928109244,0.01645825430750847,0.9835417456924915,109.26487740229005,0.9580922551670374
2.3412353502544456,0.08440665790222711,0.9155933420977729,0.017796386033296585,0.9822036139667034,111.04447017195139,0.9555595461973245
2.3376867552075504,0.08457659464010231,0.9154234053598979,0.02388487569987774,0.9761151243001223,112.65491659985338,0.9518384624285356
2.3237802315321496,0.09123861793718967,0.9087613820628103,0.024484602734446526,0.9755153972655535,106.2482229911705,0.9488138198691916
2.3330879966603106,0.094231003295087,0.9057689967049131,0.01940287835896015,0.9805971216410398,110.2562800285583,0.950665881724873
2.3357544762229545,0.08124317083092804,0.918756829169072,0.022732920944690704,0.9772670790553093,119.30761016670975,0.9538630074130207
