LV,RV,LA,RA,Myo,AD,PA
0.9452629089355469,0.9495449066162109,0.9290629029273987,0.9512797594070435,0.909857451915741,0.9362251162528992,0.9133915901184082
0.9248648881912231,0.9424297213554382,0.9457027316093445,0.9467434287071228,0.923517107963562,0.8996332883834839,0.9510046243667603
0.9244633316993713,0.9028611779212952,0.9141066074371338,0.9174726605415344,0.9208506345748901,0.8890326619148254,0.8992614150047302
0.9245610237121582,0.9029425978660583,0.9141504764556885,0.9175313115119934,0.9208520650863647,0.8890009522438049,0.8992968201637268
0.9450569748878479,0.9119487404823303,0.9147549867630005,0.8920751214027405,0.8899117112159729,0.9261186718940735,0.89201420545578
0.9060439467430115,0.8698033094406128,0.8971511125564575,0.89764404296875,0.8988571166992188,0.913074791431427,0.8800053596496582
