epoch,lr,Train loss,Train ce loss,Train dice score,Train dice loss,Train iou score,Train iou loss,Train hausdorff,Val loss,Val ce loss,Val dice score,Val dice loss,Val iou score,Val iou loss,Val hausdorff
0,0.01,0.8388917740110678,2.15047270870377,0.23035231360891514,0.7696476863910846,0.11494553889180509,0.8850544611081949,205.52284973511698,0.7326309799961208,1.67930853785175,0.33784197843935115,0.662158021560649,0.22038707628692547,0.7796129237130746,220.77366182094792
1,0.01,0.5868102036475366,1.826360647944225,0.5031285822495348,0.4968714177504653,0.3532306321853183,0.6467693678146816,221.6912968168618,0.564111387155581,2.087039504003714,0.5151334459238216,0.48486655407617835,0.38305875013784035,0.6169412498621597,220.8382039003445
2,0.01,0.4845598380118196,2.2294481189404713,0.5978313535999156,0.4021686464000845,0.46051272209444194,0.5394872779055581,222.0938392011665,0.5034007282082953,2.354465204472604,0.5790685595531088,0.42093144044689135,0.44161977012132864,0.5583802298786714,220.83354251854126
3,0.01,0.42542179794285734,2.4840567853400843,0.6443306432542683,0.35566935674573186,0.5280765921379309,0.4719234078620691,222.22860115171852,0.41969174821132876,2.556079431513252,0.6458595741863871,0.35414042581361327,0.5366073886758274,0.46339261132417264,221.24126572571237
4,0.01,0.38597905701139945,2.6617672123737854,0.6743195082281105,0.3256804917718898,0.5738219164427698,0.4261780835572302,222.33315407246243,0.48555507917996865,2.7724500229953133,0.5877139074439155,0.41228609255608434,0.4655989476085938,0.5344010523914062,221.6295414330246
5,0.01,0.35761809640414854,2.8105735943724284,0.6940314572408126,0.30596854275918695,0.6079488849856075,0.3920511150143925,222.38445039678734,0.4839375674859887,2.947498194068318,0.5846534520817482,0.41534654791825165,0.4703351065670092,0.5296648934329908,221.58466486217617
6,0.01,0.34588163223717105,2.92146179194222,0.7022198603570242,0.2977801396429756,0.6220507207157698,0.37794927928423017,222.37423619999797,0.5901399831520613,3.2112876633259257,0.48358607606311205,0.516413923936888,0.3607093353861386,0.6392906646138614,221.00036888187793
7,0.01,0.32631773417142756,3.024164924547072,0.7145263828382341,0.28547361716176595,0.6464528683090457,0.3535471316909543,222.37095669027482,0.6215241007668664,3.4044961967681875,0.4485627890342384,0.5514372109657616,0.33175132892180964,0.6682486710781904,220.8417284511641
8,0.01,0.31193204788130086,3.113027814397935,0.7235598316595676,0.27644016834043283,0.6644067121910925,0.33559328780890746,222.3977503453261,0.44634623610069674,3.1927869837919602,0.6232518561517868,0.3767481438482133,0.5072550527828256,0.49274494721717443,221.87821762334067
9,0.01,0.3074060203062588,3.188871854847319,0.7268990939268432,0.2731009060731572,0.6697239160846552,0.3302760839153448,222.3815646824588,0.5733403927374058,3.3858671298174507,0.49704400547296096,0.502955994527039,0.3797367040029506,0.6202632959970494,221.1405094134617
10,0.01,0.29774717195225064,3.241970952702672,0.7324751346448028,0.2675248653551968,0.6821046358099874,0.3178953641900127,222.42125506276216,0.31364755237910463,3.251667180956454,0.7223606391340975,0.27763936086590224,0.6623469999770528,0.3376530000229472,221.7045384376003
11,0.01,0.2884532090928754,3.3087958807901767,0.7376464575375028,0.2623535424624975,0.694147024593205,0.30585297540679496,222.41348792906962,0.47071184184064874,3.467948192622513,0.5862441222709401,0.41375587772906,0.4913175339551316,0.5086824660448684,221.42249519070705
12,0.01,0.2859239617162929,3.363723054749258,0.7392601312511895,0.26073986874880994,0.6972866537811843,0.30271334621881574,222.37786544283117,0.4344701827608883,3.4678155527558228,0.6177423109887293,0.38225768901127066,0.5307215071216072,0.4692784928783928,221.4423093675569
13,0.01,0.28158187401946644,3.4134918581279727,0.7426048863373346,0.25739511366266493,0.7022936297049794,0.29770637029502056,222.40568824031143,0.32275730825109483,3.4308953261807864,0.71084637259024,0.28915362740976025,0.6548402527558435,0.3451597472441565,221.6554319511915
14,0.01,0.2778118949614233,3.4469358147651032,0.7443449689135482,0.25565503108645227,0.7074168737533797,0.29258312624662036,222.39975150248432,0.6004516506543345,3.5536822469283145,0.4636341953451516,0.5363658046548484,0.35682448161017033,0.6431755183898297,222.14669720995133
15,0.01,0.2833745871599736,3.4697459980518057,0.7415047936605625,0.2584952063394371,0.7000391707210343,0.29996082927896567,222.3962098897783,0.6216279414461068,3.8167206504608826,0.444555760364191,0.555444239635809,0.3342496208923379,0.6657503791076621,220.7879595927921
16,0.01,0.27281628692462767,3.5097565061460045,0.7472149532136807,0.2527850467863192,0.7138295636121473,0.28617043638785267,222.3879034801668,0.28825170438074094,3.5102422124485364,0.7351404078134369,0.26485959218656313,0.6961535663948846,0.30384643360511543,221.65131332349034
17,0.01,0.26793114167605336,3.5533094709112896,0.7497530850405446,0.25024691495945534,0.7202793843851188,0.27972061561488115,222.36554237243848,0.34283448467629124,3.5569436474321914,0.6972966853778171,0.3027033146221829,0.6304114184428736,0.36958858155712637,221.7459175739443
18,0.01,0.26556160056046446,3.5794694325851695,0.7515500982967632,0.24844990170323625,0.7230306109461759,0.276969389053824,222.35958736094344,0.3400591937926961,3.5721066348178234,0.6981112684886261,0.30188873151137413,0.6344938453325292,0.3655061546674709,221.66806977554006
19,0.01,0.262074009389826,3.6058159641636682,0.7530156704164277,0.24698432958357228,0.7278662143284793,0.27213378567152074,222.33519454600682,0.27254341419261474,3.5955389091267724,0.7449673697032333,0.2550326302967665,0.715782740066961,0.2842172599330391,221.6066602578433
20,0.01,0.2635797400307435,3.636243899671263,0.7530434542393376,0.24695654576066253,0.725338141303606,0.27466185869639403,222.3624986410098,0.3705782013618391,3.6358871915114337,0.6754994710750039,0.3245005289249963,0.5987033671939496,0.40129663280605044,221.74640231110433
21,0.01,0.26302074235980505,3.6519430484901387,0.7526194773762612,0.24738052262373875,0.7265524552276097,0.27344754477239025,222.37234442853787,0.27475725489832764,3.651045308144596,0.745331154486197,0.25466884551380287,0.7118504833929318,0.2881495166070682,221.61495717859842
22,0.01,0.25885322158030055,3.6747467657806188,0.755164780417971,0.24483521958202936,0.7318014544989778,0.2681985455010221,222.343716023204,0.27748599414371083,3.6684089322165656,0.7405982686683601,0.25940173133163996,0.7104578405311427,0.2895421594688573,221.6516240696414
23,0.01,0.25753658447467487,3.6919795499864376,0.7556728081865816,0.24432719181341853,0.7336571648948551,0.2663428351051449,222.33850516014962,0.30214054854494266,3.6836480266679033,0.7261187706199387,0.2738812293800616,0.6790199169178599,0.3209800830821401,221.60052529557439
24,0.01,0.2552125605471097,3.7102865218309677,0.7574742577986217,0.24252574220137862,0.7363295719567976,0.2636704280432024,222.36407024079517,0.2957189935991879,3.682866132888337,0.7274530259621655,0.2725469740378345,0.6888330056495273,0.3111669943504727,221.72882060716628
25,0.01,0.25265585297168536,3.703837985006367,0.7583709011066677,0.2416290988933319,0.7399929883103297,0.26000701168967033,222.36727231660416,0.2779925239906441,3.663466669778529,0.7460600606659434,0.25393993933405623,0.7059724306322864,0.2940275693677135,221.56656670253528
26,0.01,0.2528203896815086,3.7030477281736154,0.7584537821113034,0.24154621788869612,0.7396635061100975,0.26033649388990254,222.3851024336317,0.2646676229339764,3.6689910306735665,0.7493557963290199,0.2506442036709801,0.7259834402615262,0.2740165597384738,221.65188682183702
27,0.01,0.25130390187163026,3.7104718114938207,0.759495797135493,0.24050420286450616,0.7414963090975668,0.25850369090243325,222.40305312372925,0.26363754193345657,3.692387243849368,0.7502242267400852,0.24977577325991437,0.7271212892434031,0.2728787107565968,221.73375241758112
28,0.01,0.25332785224357657,3.7396597487129895,0.759010805166472,0.24098919483352804,0.7384463867529686,0.26155361324703136,222.42185123728197,0.2825390524997436,3.7233513400105105,0.7396909628552216,0.26030903714477843,0.7026409500652981,0.2973590499347018,221.7704231866497
29,0.01,0.25097152021370206,3.7489768754689448,0.7601222586111294,0.2398777413888712,0.741632637891127,0.25836736210887296,222.44211873851916,0.2681364300568255,3.707303868008434,0.7481377863858958,0.25186221361410444,0.7210141014807003,0.27898589851929967,221.8047079114502
30,0.01,0.24765415132672708,3.7582281648456406,0.7616569030467867,0.23834309695321393,0.746138490234632,0.25386150976536803,222.48607376732534,0.257913360629963,3.7110900860280887,0.7532999660308914,0.24670003396910833,0.7346110976848406,0.26538890231515944,221.8308630788756
31,0.01,0.24698756894694002,3.77372525474978,0.7618511111449251,0.23814888885507401,0.7471199881845187,0.25288001181548125,222.50810895472702,0.2603279329702468,3.7349510008128246,0.7529801579008563,0.24701984209914343,0.7308000172536397,0.26919998274636026,221.8133427626721
32,0.01,0.24699965788513342,3.774743140455501,0.761843343710542,0.23815665628945756,0.7471050184625418,0.2528949815374582,222.54465584007178,0.25973683541944315,3.7317202369663685,0.7530526354818621,0.24694736451813787,0.7317368609389079,0.2682631390610921,221.83154333716283
33,0.01,0.2465743614886158,3.776955281778909,0.7626860895945753,0.23731391040542493,0.7472520150977713,0.2527479849022287,222.54988592920392,0.2570733743786164,3.7252680299149863,0.7542004238998544,0.24579957610014552,0.7354107695756499,0.26458923042435006,221.90440025072104
34,0.01,0.24396569808905832,3.786882624416214,0.7635643027320062,0.23643569726799377,0.7510143119282056,0.24898568807179447,222.58072077315757,0.2903259175464875,3.742080524496439,0.7357209326060564,0.26427906739394375,0.6923095276675273,0.30769047233247265,222.06595103543472
35,0.01,0.24552745176814997,3.7892553604765267,0.7632264336788758,0.23677356632112534,0.7486366353195566,0.2513633646804434,222.6166182974877,0.25397305621487015,3.751096634366987,0.7549495123821267,0.24505048761787313,0.7400785752178467,0.25992142478215324,222.01944573117515
