LV,RV,LA,RA,LV-Myo,AA,PA
0.9637018616221097,0.9857544222034804,0.9710993889234284,0.971085263736767,0.960670995573272,0.9841239848455999,0.9701432552749462
0.9485332966180317,0.9683218628990197,0.9641364225015173,0.8685832118428725,0.8915483886776087,0.967664573630329,0.9374288173518376
0.9552880831416423,0.97875949498964,0.9818008866236536,0.9611977153201151,0.962171745443122,0.9770455155331254,0.967819012443992
0.9400400801614132,0.9591433517333648,0.9826034225202614,0.963277561276796,0.9440259616935593,0.9786166333140792,0.9447061166481548
0.9263914435603926,0.973352313076635,0.965324933517579,0.9177844646228036,0.8623080162352157,0.9695780824833176,0.9420240670269486
0.9112370336923781,0.9662841998964876,0.9285113249997976,0.9445261345921098,0.9025782427790485,0.9618960735004056,0.9368862954018994
