LV,RV,LA,RA,LV-Myo,AA,PA
0.9299465417861938,0.9719090461730957,0.9438223242759705,0.9437956809997559,0.9243184924125671,0.968744158744812,0.942017674446106
0.902104914188385,0.9385890960693359,0.930756151676178,0.7676951885223389,0.8043187260627747,0.9373548030853271,0.882226824760437
0.9144033789634705,0.9584025144577026,0.9642523527145386,0.9252941608428955,0.9271011352539062,0.9551212191581726,0.9376446604728699
0.8868638277053833,0.92149418592453,0.9658017754554749,0.9291566610336304,0.8939859867095947,0.9581286311149597,0.8952066898345947
0.8628763556480408,0.9480879902839661,0.9329739809036255,0.8480607271194458,0.7579450607299805,0.940952479839325,0.8904021978378296
0.8369471430778503,0.9347677826881409,0.8665619492530823,0.8948835134506226,0.8224533796310425,0.9265893697738647,0.8812662959098816
