epoch,lr,Train loss,Train ce loss,Train dice score,Train dice loss,Train iou score,Train iou loss,Val loss,Val ce loss,Val dice score,Val dice loss,Val iou score,Val iou loss
0,0.01,0.8668971079768557,0.5996111252091147,0.07475479058903699,0.925245261553562,0.05780808348914213,0.9421919165108579,0.7819942867054659,0.35578058397068696,0.16921703999533372,0.8307830130352694,0.05368760806124877,0.9463123919387513
1,0.01,0.7204392877492037,0.3625100381446607,0.26869214089079335,0.7313079138596853,0.11146475064257781,0.8885352493574222,0.6612459386096281,0.2691017555839875,0.33309341967105865,0.6669066127608804,0.1483426488497678,0.8516573511502322
2,0.01,0.595745500741583,0.2782591689716686,0.41326441299734695,0.5867356359958649,0.2365015015344728,0.7634984984655272,0.5606642207678627,0.26678579432122845,0.4165308646419469,0.5834691734874949,0.3152015491881791,0.6847984508118209
3,0.01,0.48817195133729413,0.22858765631011038,0.5421407482389248,0.45785929488413263,0.3517232751756003,0.6482767248243997,0.48488592049654794,0.21976693149875193,0.5464393408859477,0.4535607011879192,0.35122938760939765,0.6487706123906023
4,0.01,0.418637442317876,0.2167264889135505,0.628859893842177,0.3711401585376624,0.4329098149230986,0.5670901850769015,0.4618554956772748,0.21154037380919738,0.5694330588859671,0.43056700685445,0.38169848130029793,0.6183015186997021
5,0.01,0.3938106908039613,0.21386143520022882,0.6611738399122701,0.33882621269334445,0.46123022066824365,0.5387697793317564,0.4403521821779363,0.2231706801582785,0.5959330008310431,0.4040670587736018,0.41477198022253375,0.5852280197774663
6,0.01,0.34631866352124646,0.19718762227531636,0.7052175989656737,0.2947824495759877,0.527579615965034,0.472420384034966,0.4182691801996792,0.19836463209460764,0.6126273151706246,0.38737272865632,0.4408821034080842,0.5591178965919158
7,0.01,0.3430512303655798,0.19871572111592148,0.710755315693942,0.289244730815743,0.5309745308124658,0.46902546918753424,0.40785494446754456,0.18826001444283655,0.6302976625807145,0.36970239527085247,0.4441950706874623,0.5558049293125377
8,0.01,0.3366853016795534,0.19636942739739563,0.7170293462095838,0.28297069578459766,0.539442162622105,0.460557837377895,0.3458744664402569,0.17996795913752386,0.6913776099681854,0.30862242684644814,0.5339202539009207,0.4660797460990794
9,0.01,0.3126980210795547,0.19065609788804344,0.7399901512897376,0.260009893413746,0.5735929003267577,0.4264070996732423,0.3459952280801885,0.18272875074078054,0.6920542120933533,0.3079458326101303,0.5343221575021744,0.4656778424978256
10,0.01,0.29780899642994907,0.18849242320566467,0.755494416663141,0.24450562397638956,0.5942293559059952,0.40577064409400476,0.3335556756047642,0.17194735609433232,0.709279081400703,0.29072095278431387,0.5428054516806322,0.4571945483193678
11,0.01,0.28679064932194626,0.18946059748078836,0.7676258014910149,0.232374240954717,0.6101279321945074,0.3898720678054925,0.3336946552290636,0.18290401556912592,0.6986122219001546,0.30138780877870675,0.5586032017188913,0.4413967982811086
