class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12
0.9920209634773826,0.9468328532604641,0.8967422309001372,0.9526186800934867,0.9680040041537296,0.8960298019484504,0.9701196158476525,0.9315052488726868,0.955897417861924,0.9722057703756227,0.9639751285101916,0.8963356585435522
0.9959372440062965,0.9527499491230518,0.9609008763116599,0.9494926403257459,0.972203495038973,0.9260213161873078,0.973420050353962,0.9336232953844266,0.9665518590517435,0.9460341157355293,0.962669714042028,0.8703311044359303
0.9953546122256858,0.947196119077361,0.9418671032679226,0.9313922472041736,0.9645305803270955,0.8982013239442517,0.9406380401244855,0.9031876428557811,0.9384891440930837,0.9323123382372062,0.949619141509164,0.8218577483992068
0.9976269282233133,0.9566698714332365,0.9278820024386634,0.945764342721065,0.9745505606339439,0.9469387113222473,0.9809408436298572,0.9161720054216183,0.969732389532224,0.9633318183938103,0.9539904853940615,0.8963909975386929
0.9971114262625015,0.9286251083953837,0.910394400128858,0.9308238961523062,0.9678594664942989,0.9289654595478473,0.9550802235645914,0.8879105855763675,0.951203316726398,0.9410582917419391,0.9391797781946918,0.7991622066577562
0.9972600950618382,0.9287217365615374,0.9467108294026373,0.87774173472466,0.9658210363738718,0.9134547314956029,0.9261300378740454,0.913336479127516,0.9423267722927946,0.9237949139157369,0.9435783439282872,0.85638432707721666
