epoch,lr,Train loss,Train ce loss,Train dice score,Train dice loss,Train iou score,Train iou loss,Val loss,Val ce loss,Val dice score,Val dice loss,Val iou score,Val iou loss
0,0.01,0.7449378554159367,0.38444781388764077,0.36526000369964134,0.6347399963003588,0.1815969404637475,0.8184030595362525,0.7358186404512695,0.5401455172404483,0.37623913074374876,0.6237608692562512,0.18947621136903764,0.8105237886309624
1,0.01,0.5966259757042097,0.2205391999299632,0.527664919311308,0.4723350806886915,0.3205134584416043,0.6794865415583957,0.584912257571084,0.2195450778824787,0.5427523077054254,0.4572476922945746,0.32997806469599406,0.6700219353040059
2,0.01,0.4806074332132444,0.15631892203961334,0.6436881248183424,0.35631187518165774,0.43652888449755584,0.5634711155024442,0.4999117916953727,0.13519080774937564,0.6251654758721181,0.3748345241278818,0.41670337518056233,0.5832966248194377
3,0.01,0.41139337760941996,0.12936728569517142,0.707525527228674,0.29247447277132554,0.5093273704160344,0.4906726295839656,0.38979794154880554,0.12189591594084961,0.729906780761527,0.2700932192384728,0.5303989291191101,0.46960107088088987
4,0.01,0.3885818922085685,0.12231080124964147,0.7257855906812908,0.27421440931870866,0.5351731389219111,0.46482686107808896,0.4720655762766631,0.11513091773967296,0.6372215987208406,0.3627784012791592,0.45507632493972777,0.5449236750602722
5,0.01,0.3528859427510325,0.11009454565437271,0.7575237155790384,0.2424762844209617,0.5735076354850422,0.42649236451495776,0.483906913175665,0.17621380712426885,0.6415291617947748,0.35847083820522496,0.4324690600236257,0.5675309399763743
6,0.01,0.334956143120668,0.10377014293042001,0.7717830275908654,0.22821697240913463,0.593884426355362,0.4061155736446381,0.36199425826677106,0.09757616981478137,0.7383636020072195,0.2616363979927804,0.571100519100825,0.428899480899175
7,0.01,0.3261410119206414,0.10296618060467815,0.7792402447900597,0.22075975520994026,0.6036048328876495,0.39639516711235045,0.3732751862584919,0.10344101302847468,0.7359200153799426,0.2640799846200573,0.5539280255635579,0.44607197443644203
8,0.01,0.31383707898019353,0.09670265563875297,0.7890759765904408,0.21092402340955915,0.6175542319362813,0.3824457680637186,0.2860595002430842,0.07821610752163916,0.8105713316157049,0.18942866838429506,0.6495199620723724,0.35048003792762755
9,0.01,0.3059035878592275,0.0957631450189033,0.7962411698213812,0.20375883017861904,0.6259999212893572,0.3740000787106427,0.36605826922677076,0.10872405038661412,0.7323067161336014,0.26769328386639857,0.5683650970458984,0.43163490295410156
10,0.01,0.31610657359132127,0.09778575790835448,0.7873267843536836,0.21267321564631622,0.6149378711527044,0.38506212884729557,0.331179091345624,0.09715038927047356,0.7722044562018018,0.22779554379819805,0.5998985608418782,0.40010143915812174
11,0.01,0.3174027551081445,0.09987457584653832,0.7846680542841715,0.21533194571582867,0.6145500539107757,0.3854499460892244,0.30883463753300494,0.09093716074772704,0.7888064574937628,0.2111935425062373,0.6260713140169779,0.37392868598302204
12,0.01,0.29286868408877414,0.09124297826978699,0.8061760782040736,0.19382392179592683,0.641101489500566,0.35889851049943405,0.36117278132060626,0.13418946732695636,0.7555683480397,0.24443165196029995,0.5609998186429341,0.4390001813570658
13,0.01,0.30162480817345366,0.0946447291756138,0.7974631959128029,0.2025368040871973,0.6323165377161719,0.36768346228382803,0.47205726532162107,0.15250327712850428,0.6409674677247584,0.3590325322752415,0.4525929311911265,0.5474070688088735
14,0.01,0.3155860456689605,0.09920711880379063,0.7863712016491168,0.21362879835088355,0.6164424727179787,0.38355752728202125,0.5060741546163773,0.19720966458746822,0.6072278314804493,0.3927721685195506,0.41839120984077455,0.5816087901592255
15,0.01,0.2958262718224637,0.09188648856312145,0.8023805003377241,0.197619499662276,0.6387025621804324,0.3612974378195676,0.6633971026896638,0.33407271039214187,0.4385790796679248,0.5614209203320751,0.2686188042163849,0.7313811957836152
16,0.01,0.2990792369958839,0.09275231562885847,0.799588277771439,0.20041172222856082,0.6351424345103177,0.3648575654896823,0.43343791746618887,0.12793978457852032,0.6747767159461345,0.32522328405386536,0.49441901842753094,0.5055809815724691
17,0.01,0.29858248950476163,0.0940251035484205,0.7997117574563053,0.2002882425436956,0.6358880270611156,0.36411197293888437,0.3687218903592871,0.11315984624648531,0.7449016200771813,0.2550983799228187,0.555529123544693,0.44447087645530703
18,0.01,0.3033194132396385,0.09525210332066131,0.7956544160563636,0.20434558394363617,0.6306980484182184,0.3693019515817816,0.9548277793244366,3.4871290287363426,0.06765718809866773,0.9323428119013323,0.030182304978370666,0.9698176950216293
19,0.01,0.28922717554725635,0.08993974967336149,0.8077146893267114,0.1922853106732887,0.6461449280652133,0.3538550719347867,0.39078848713433095,0.1214062240240726,0.7215311017186605,0.27846889828133947,0.5343318025271098,0.46566819747289023
20,0.01,0.2936011796701114,0.0927172277017267,0.8036438974334034,0.19635610256659672,0.641568784605373,0.35843121539462697,0.47791368132511225,0.16100006790579713,0.6162963617424306,0.38370363825756926,0.45927964051564535,0.5407203594843547
21,0.01,0.297083769445061,0.0947325143735353,0.8010220679259591,0.19897793207404071,0.6375123532793738,0.3624876467206261,0.4933857377977931,0.1470353501792227,0.6125939596166801,0.38740604038331977,0.4359611411889394,0.5640388588110606
22,0.01,0.3016407810463236,0.09381539200649834,0.7963498982753047,0.20365010172469555,0.6330321133136749,0.3669678866863251,0.5188030409991654,0.17256656340364865,0.5887934594899636,0.4112065405100362,0.4094659765561422,0.5905340234438579
23,0.01,0.30790007672592473,0.09683133502089733,0.7917969946140386,0.20820300538596145,0.6256352240389044,0.37436477596109563,0.9084792923671596,2.315144386622134,0.13762979911203338,0.8623702008879665,0.06078135209778945,0.9392186479022105
24,0.01,0.2811736322314963,0.08699931719094695,0.8149034902998513,0.18509650970014818,0.6547749667817896,0.3452250332182104,0.6015760510511096,0.17760246978373273,0.4979219016067939,0.502078098393206,0.3320920099814733,0.6679079900185267
25,0.01,0.2971878666695733,0.09205757460403222,0.7988286848956752,0.2011713151043247,0.6388011135838249,0.36119888641617515,0.4074986445057266,0.1377000081519976,0.6980769790341772,0.30192302096582274,0.5221176286538441,0.4778823713461558
26,0.01,0.2742972486243723,0.08422664648795072,0.8205467271243326,0.17945327287566645,0.6624734473228454,0.33752655267715453,0.9981749592016651,27.59025213535612,0.002615646076571521,0.9973843539234285,0.0012980068568140268,0.998701993143186
27,0.01,0.29323556062126327,0.0907821114419685,0.8030792762790985,0.1969207237209016,0.6425545624169436,0.35744543758305636,0.8806472284470573,0.7131435999469008,0.16142181980744627,0.8385781801925538,0.09130678176879883,0.9086932182312012
28,0.01,0.27888875968750915,0.08558619669467286,0.8151527514004734,0.1848472485995268,0.6584169134768573,0.34158308652314273,0.5549302291808296,0.17577779116547948,0.5340481917217947,0.46595180827820515,0.38575085401535036,0.6142491459846496
29,0.01,0.29888403169343136,0.09457219113205781,0.7989357771468834,0.20106422285311626,0.6359027762304653,0.36409722376953474,0.3724140876939625,0.1220165843232172,0.7295651400062614,0.27043485999373856,0.559599777062734,0.44040022293726605
30,0.01,0.30287441668611936,0.09467494705702469,0.7946104204683501,0.20538957953164969,0.632135707248341,0.36786429275165905,0.35397799427076937,0.10295422257132188,0.7501700988718678,0.24982990112813228,0.5765899578730266,0.4234100421269735
31,0.01,0.2920697814232969,0.09116702123774584,0.8045136220058817,0.19548637799411772,0.6435412978584116,0.35645870214158837,0.7017850449740982,0.32769741327935786,0.3846989693591752,0.6153010306408248,0.24055898040533066,0.7594410195946694
32,0.01,0.28039655440871264,0.08847777439692116,0.8142963879666824,0.18570361203331776,0.656474831754511,0.34352516824548895,0.34928249092585795,0.12199558790454444,0.7645046792505444,0.2354953207494555,0.5748594125111898,0.42514058748881023
33,0.01,0.2677793460939007,0.08106020328914093,0.8246459708658487,0.17535402913415163,0.6706037894162264,0.32939621058377355,0.9367530761497138,3.681832890868547,0.0949954146303438,0.9050045853696561,0.042081304763754206,0.9579186952362458
34,0.01,0.28428462374860225,0.08655081966109146,0.8111441645541067,0.18885583544589332,0.6520961982553656,0.3479038017446345,0.34513465992982345,0.09292252752338771,0.7602570073710094,0.2397429926289906,0.5846042454242706,0.41539575457572936
35,0.01,0.27223096579978673,0.08407239349671848,0.8220388970425453,0.17796110295745488,0.6649224731055173,0.3350775268944827,0.7014343895767059,0.24879192684807833,0.37415148361178113,0.6258485163882188,0.2481750577688217,0.7518249422311782
36,0.01,0.2892794278483527,0.08941574017596232,0.8065567872869631,0.19344321271303752,0.6468297774141485,0.3531702225858515,0.7117046706907408,0.28258328424384666,0.3698887494622524,0.6301112505377475,0.2338997393846512,0.7661002606153489
37,0.01,0.2925926812588152,0.09081058373354135,0.8037673548069698,0.19623264519303052,0.6431673093275591,0.35683269067244094,0.6761251875535585,0.2374277476473169,0.40965249419809957,0.5903475058019005,0.2666897257169088,0.7333102742830913
38,0.01,0.273466910640685,0.08602676438057358,0.8196329065969566,0.18036709340304344,0.6644665576111186,0.33553344238888133,0.4065742821728859,0.24218129514160322,0.7107030348887856,0.2892969651112143,0.5152408540248871,0.48475914597511294
39,0.01,0.2904441090052474,0.09305641316290586,0.8050896674422459,0.19491033255775375,0.6458667207847942,0.3541332792152058,0.4831850812821019,0.2722896510053167,0.6349946692614682,0.3650053307385317,0.4380284289518992,0.5619715710481008
40,0.01,0.2794916097614273,0.08675928609582828,0.8145969522445454,0.18540304775545485,0.6577826952934265,0.34221730470657347,0.7592340273072665,0.3483181411920346,0.3211891694837944,0.6788108305162055,0.18715053896109263,0.8128494610389073
41,0.01,0.2968204285319369,0.09268549457269853,0.8007046538371728,0.19929534616282807,0.6381628639047796,0.3618371360952204,0.40380833605579874,0.12980139659137865,0.7072070847041323,0.29279291529586754,0.5221814016501108,0.4778185983498891
42,0.01,0.28829943738788494,0.09347927645982713,0.805868914979625,0.19413108502037477,0.6489216752485796,0.3510783247514205,0.6316094247386722,0.6141373002007169,0.47279365661594563,0.5272063433840543,0.29878855844338736,0.7012114415566126
43,0.01,0.2792029542380442,0.0854481851213829,0.8146069103751999,0.18539308962480008,0.6582571496204896,0.34174285037951035,0.3948759487233942,0.21990808662073016,0.7249416458203429,0.2750583541796569,0.5252456684907277,0.47475433150927226
44,0.01,0.28726526741626734,0.09097791155289582,0.8092471710911487,0.1907528289088514,0.6483931203863837,0.35160687961361625,0.41895868812027787,0.16556120288460321,0.6863928379112676,0.3136071620887325,0.5108069777488708,0.48919302225112915
45,0.01,0.2646764245806992,0.0820836379168899,0.8278787086188918,0.1721212913811082,0.673620166128332,0.326379833871668,0.3902048312514164,0.13013729327867035,0.7224859662629323,0.2775140337370679,0.534667988618215,0.4653320113817851
46,0.01,0.29584319305688506,0.09280907139619478,0.8016799677163948,0.19832003228360517,0.6391413814371283,0.36085861856287177,0.3502417889331262,0.10677401984571395,0.7504146180812317,0.24958538191876825,0.5826539595921835,0.4173460404078166
47,0.01,0.28162498579323264,0.08610364354108985,0.8135270138470972,0.18647298615290328,0.6549403619766235,0.34505963802337647,0.6419933899480158,0.9643531577058284,0.46382860237408313,0.5361713976259168,0.28745864729086557,0.7125413527091344
48,0.01,0.2782752262369417,0.08670789360616947,0.8161774857032519,0.18382251429674787,0.6587563129988584,0.34124368700114166,0.32040851151520094,0.09420176081189391,0.7816278925643841,0.21837210743561586,0.6115672330061594,0.38843276699384055
49,0.01,0.2718043363476614,0.08403090279124246,0.8220480424835597,0.17795195751644016,0.6656274240667169,0.334372575933283,0.5279525348832984,0.30775015181579835,0.5965609527402171,0.40343904725978275,0.38903849323590595,0.610961506764094
50,0.01,0.28387135060460844,0.08774246441136023,0.8107738432781578,0.18922615672184248,0.6530318666588176,0.34696813334118237,0.3473054589336609,0.12880688976250035,0.759111933036274,0.240888066963726,0.5817496240139007,0.41825037598609927
51,0.01,0.2806059651078082,0.08775674704256077,0.8137080513276318,0.18629194867236795,0.6565180373733694,0.3434819626266306,0.849764111334509,2.5949507012574164,0.20329303867015633,0.7967069613298438,0.11486449092626572,0.8851355090737343
52,0.01,0.28741686966979657,0.08906914215087768,0.8088951568788518,0.1911048431211478,0.6483751275322654,0.3516248724677346,0.4227347926782778,0.17149705420113576,0.6877324093164972,0.31226759068350274,0.5036204198996226,0.4963795801003774
53,0.01,0.28007138090671924,0.08811141719642615,0.8142784387984965,0.18572156120150377,0.6570287534323606,0.34297124656763944,0.3557197940838386,0.1137017558259926,0.7516767450938496,0.24832325490615015,0.5726825296878815,0.42731747031211853
54,0.01,0.29067101745816193,0.08941457455244017,0.805175603882984,0.19482439611701644,0.6454312492500652,0.3545687507499348,0.4531338625485535,0.13795615331932545,0.6530978100163652,0.3469021899836348,0.4760450462500254,0.5239549537499746
55,0.01,0.2722229551881816,0.08492472299449809,0.820723499996353,0.1792765000036478,0.6658127546310425,0.3341872453689575,0.4101049809691715,0.13374494182835256,0.6939189287430523,0.30608107125694767,0.520545756816864,0.479454243183136
56,0.01,0.2703769284822781,0.0838710263033928,0.8218496768826647,0.17815032311733556,0.6681386801329526,0.3318613198670474,0.31210099649800166,0.12534029098677726,0.789630835444398,0.21036916455560203,0.6200777967770894,0.37992220322291054
57,0.01,0.2795494879727795,0.08545326316666732,0.8139803941074294,0.18601960589257036,0.6580972704562273,0.3419027295437726,0.39641472764716323,0.11734787030261001,0.7024800959252869,0.297519904074713,0.5376554032166799,0.4623445967833201
58,0.01,0.2890689898803922,0.08974228545091636,0.8066642877273044,0.19333571227269628,0.647108838558197,0.352891161441803,0.7082865281603625,0.49951266120680604,0.38416930941196964,0.6158306905880304,0.23007626533508302,0.769923734664917
59,0.01,0.2832387276771096,0.08668538518998686,0.8129545998594365,0.18704540014056284,0.6526324026151137,0.3473675973848863,0.5718062743986887,0.23302669995147637,0.5420109119402264,0.45798908805977345,0.35231562654177345,0.6476843734582265
60,0.01,0.3656787220491378,0.11809005050122395,0.7388879166997854,0.26111208330021496,0.5646102040464228,0.43538979595357724,0.27973943356408254,0.08346373304527568,0.8145722100204832,0.1854277899795168,0.6573861519495646,0.3426138480504354
61,0.01,0.278281720934098,0.08533561296593298,0.8163488385271772,0.1836511614728233,0.6586312532424927,0.34136874675750734,0.2962910328354243,0.08608012717722757,0.8003954430307441,0.19960455696925608,0.6392513314882914,0.36074866851170856
62,0.01,0.28010959821577275,0.08536649692121386,0.8139391859508152,0.18606081404918423,0.6571912258863449,0.34280877411365507,0.6113976841708905,1.3322703346500222,0.4841078903424524,0.5158921096575474,0.32493196725845336,0.6750680327415466
63,0.01,0.26559699022762057,0.08080698576552661,0.8261160864208846,0.17388391357911534,0.6732609715786847,0.3267390284213153,0.40697413537887467,0.11667318331772182,0.686984264503227,0.31301573549677275,0.5303869485855103,0.4696130514144897
64,0.01,0.2856605327806664,0.0881489161109295,0.8100056841630885,0.18999431583691095,0.6505620028755882,0.34943799712441187,0.543152580324245,0.18538723419533995,0.5544555443936773,0.4455444556063226,0.39177536964416504,0.608224630355835
65,0.01,0.27921972976489107,0.0868941208788198,0.8145281421190057,0.18547185788099432,0.6582817029411142,0.34171829705888573,0.39724627111586597,0.13266425880053492,0.704683058603787,0.2953169413962131,0.5348008632659912,0.4651991367340088
66,0.01,0.2730482244231865,0.0848169218603269,0.8204697250614517,0.17953027493854826,0.6646064893765883,0.3353935106234117,0.4003372301026217,0.11716788617855367,0.7018521702875617,0.29814782971243836,0.5315365294615427,0.4684634705384572
67,0.01,0.3281870893952336,0.1025316985189948,0.7737974981808317,0.22620250181916843,0.6038232019814578,0.3961767980185422,0.3544081192724035,0.1464589434171192,0.7473403137147115,0.2526596862852885,0.577759611606598,0.4222403883934021
68,0.01,0.2803772350299045,0.08597181398217282,0.8145759002813668,0.1854240997186333,0.6563206877491691,0.3436793122508309,0.4001877528393274,0.17218321652900156,0.7190968861271922,0.28090311387280764,0.5202891727288564,0.4797108272711436
69,0.01,0.26905977345247595,0.08205895308995412,0.8235608830051548,0.1764391169948443,0.6691931368004193,0.3308068631995808,0.318579640594817,0.09240755889933779,0.7784419988401312,0.22155800115986862,0.616739281018575,0.38326071898142494
70,0.01,0.2798147543988331,0.08547847453271931,0.8146951671364917,0.1853048328635085,0.657178644863042,0.34282135513695805,0.354540353620123,0.14098197960159217,0.7640488232074403,0.2359511767925597,0.5664002120494842,0.43359978795051574
71,0.01,0.27533266182934885,0.0845386064021566,0.8190304566103574,0.1809695433896423,0.6617586061087521,0.33824139389124785,0.3260269457222799,0.09989643593651126,0.7837945609982362,0.21620543900176376,0.6007587353388468,0.3992412646611532
