CE Loss,Dice Score,Dice Loss,IoU Score,IoU Loss,Total Loss
1.7542766771852882,0.09881456276217523,0.9011854372378246,0.0077400184236466885,0.9922599815763533,0.955830162443958
1.7484646349563822,0.08021353045257398,0.9197864695474258,0.0060250298120081425,0.9939749701879919,0.9642995899552008
1.7414831211624318,0.06283848183571651,0.9371615181642833,0.004496060777455568,0.9955039392225444,0.9721669844896819
1.7462157972610062,0.07921136923197668,0.9207886307680233,0.006861081346869469,0.9931389186531305,0.9641988217530102
1.7410368047332174,0.08174680386453137,0.9182531961354685,0.008478392846882343,0.9915216071531177,0.9622142842830448
1.738560513808172,0.08991175086453325,0.9100882491354666,0.009610874578356743,0.9903891254216433,0.9582688125326047
1.734782428633816,0.09893938066607937,0.9010606193339206,0.013813209719955921,0.9861867902800441,0.9521363649286976
1.7314966285081397,0.09103780450110889,0.908962195498891,0.01292780414223671,0.9870721958577633,0.9558281919889241
1.7298367133231427,0.09303145236858848,0.9069685476314114,0.01193144079297781,0.9880685592070222,0.9556285674290295
1.7150508390479189,0.0899959746113182,0.9100040253886817,0.015237194485962391,0.9847628055140376,0.9548592947677469
1.714065477653984,0.08999123310544281,0.9100087668945571,0.015544581227004528,0.9844554187729955,0.954676774599162
1.7047821111609474,0.09136084885006851,0.9086391511499314,0.015493602491915226,0.9845063975080848,0.9541595054840815
1.6965668907030107,0.1283351356062096,0.8716648643937903,0.027552885934710503,0.9724471140652895,0.932134204138406
1.7013046072436684,0.09787488211998156,0.9021251178800185,0.018663715571165085,0.9813362844288349,0.9496518483566888
1.6868026852038605,0.09928982212418917,0.9007101778758108,0.018578143790364265,0.9814218562096357,0.9491371919541574
1.6904707249006372,0.12734563034651694,0.872654369653483,0.029456963762640953,0.970543036237359,0.9313875640158732
1.691300356660156,0.11746034297108822,0.8825396570289118,0.029574435204267502,0.9704255647957325,0.9352712262759202
1.6861334328539759,0.11729350053089098,0.882706499469109,0.028847798705101013,0.971152201294899,0.9357739116238863
1.6976491528649877,0.08947429847388268,0.9105257015261173,0.01812135800719261,0.9818786419928074,0.9533374635709573
1.6719454680350196,0.13284770421463188,0.867152295785368,0.03541567549109459,0.9645843245089054,0.9256115286657097
1.6737433648298226,0.1280550647276596,0.8719449352723402,0.03137603774666786,0.9686239622533321,0.9299523477356451
1.6730823522171907,0.13543598743962557,0.8645640125603743,0.03787608817219734,0.9621239118278027,0.9230999871385601
1.6703193499080105,0.13033413508397526,0.8696658649160247,0.03359755873680115,0.9664024412631989,0.9277078405266517
1.6703003139852903,0.11417944074561044,0.8858205592543895,0.025805456563830376,0.9741945434361696,0.9388449873888896
1.654625896008228,0.14602224687680543,0.8539777531231945,0.042461540549993515,0.9575384594500065,0.916114192565501
