epoch,lr,Train loss,Train ce loss,Train dice score,Train dice loss,Train iou score,Train iou loss,Val loss,Val ce loss,Val dice score,Val dice loss,Val iou score,Val iou loss
0,0.01,0.9166716912882623,1.647580675065907,0.14117678018979793,0.8588232198102019,0.044762696297839286,0.9552373037021608,0.935824123807888,1.762859115691365,0.10332460792289518,0.8966753920771047,0.038076769560575485,0.9619232304394245
1,0.01,0.7360219565174339,1.2704337974403503,0.34948924254840635,0.6505107574515938,0.2069706055521965,0.7930293944478035,0.7380065023459151,0.9946129023369696,0.3449483698330816,0.6550516301669185,0.2066902770445897,0.7933097229554102
2,0.01,0.4892422884858685,0.5603694548941579,0.6015921398607301,0.3984078601392699,0.45020144879817964,0.5497985512018204,0.42450768510573017,0.2818296427619846,0.6936992710963507,0.30630072890364923,0.4966877057002141,0.5033122942997859
3,0.01,0.31107486827946484,0.20006984270796294,0.7867146883463667,0.2132853116536336,0.6237321090698242,0.37626789093017576,0.37578597730167745,0.16241165959589107,0.7403479322504835,0.25965206774951644,0.5467914342880249,0.4532085657119751
4,0.01,0.22373486617625654,0.13189489906513224,0.8590001420572174,0.14099985794278264,0.7211084735393524,0.2788915264606476,0.21668116179707725,0.11247828196073814,0.8605125253039291,0.13948747469607078,0.7318563919800979,0.26814360801990217
5,0.01,0.17575173982853062,0.1026757947703853,0.8941479464651552,0.10585205353484468,0.7776484787464142,0.22235152125358582,0.22492552426749504,0.10327441858727997,0.8606471389631001,0.13935286103689995,0.7180260419845581,0.2819739580154419
6,0.01,0.15441010414421416,0.08874602782553759,0.909036701573435,0.09096329842656493,0.8032920324802398,0.19670796751976014,0.208234129293525,0.09689958291770341,0.8722461432851032,0.1277538567148969,0.7381123625315152,0.26188763746848476
7,0.01,0.1404450403719485,0.07965565799094668,0.9185599072353691,0.08144009276463081,0.8202183353900909,0.17978166460990905,0.15130553918535258,0.07409440195862776,0.9129578039300144,0.08704219606998578,0.8058522389485285,0.1941477610514714
8,0.01,0.13011263715431215,0.07277438865255749,0.9254023629624369,0.07459763703756334,0.8328773689270019,0.16712263107299805,0.14978652165881093,0.07144554338176799,0.9135417160407724,0.08645828395922756,0.8079946591303899,0.19200534086961013
9,0.01,0.1250677786890278,0.06853721247568374,0.9288107100567199,0.07118928994328023,0.8390132367610932,0.16098676323890687,0.25624265091984716,0.08540767160546117,0.8345779720678539,0.16542202793214603,0.6832102812253512,0.3167897187746488
10,0.01,0.12574208348112656,0.0659389586760832,0.9288637098144156,0.07113629018558444,0.837854061126709,0.162145938873291,0.1366648655618968,0.06404733313589617,0.9214966770105893,0.07850332298941054,0.8245607797916119,0.17543922020838812
11,0.01,0.11565220922927968,0.06154072248368306,0.9351917732332918,0.06480822676670833,0.850451807975769,0.14954819202423095,0.13647593930288557,0.06309641139411423,0.9203333151187323,0.07966668488126771,0.8256512330128596,0.17434876698714036
12,0.01,0.11124122343759879,0.0584793837292134,0.9379805853639758,0.062019414636024416,0.855944242477417,0.144055757522583,0.12938102992045153,0.06165340474664835,0.9253443120349784,0.07465568796502181,0.8341354131698608,0.16586458683013916
